radio_id,edad,total,mujeres,varones
063577511,9. 40 A 44,48,22.0,26.0
063577511,10. 45 A 49,26,13.0,13.0
063577511,11. 50 A 54,22,15.0,7.0
063577511,12. 55 A 59,19,9.0,10.0
063577511,13. 60 A 64,24,14.0,10.0
063577511,14. 65 A 69,21,12.0,9.0
063577511,15. 70 A 74,13,4.0,9.0
063577511,16. 75 A 79,9,7.0,2.0
063577511,17. 80 A 84,5,5.0,
063577511,18. 85 A 89,7,5.0,2.0
063577511,19. 90 A 94,1,1.0,
063577511,20. 95 A 99,1,1.0,
063577601,0. __tot__,422,221.0,201.0
063577601,1. 00 A 04,32,20.0,12.0
063577601,2. 05 A 09,42,26.0,16.0
063577601,3. 10 A 14,35,15.0,20.0
063577601,4. 15 A 19,45,20.0,25.0
063577601,5. 20 A 24,28,18.0,10.0
063577601,6. 25 A 29,36,19.0,17.0
063577601,7. 30 A 34,29,13.0,16.0
063577601,8. 35 A 39,39,19.0,20.0
063577601,9. 40 A 44,31,17.0,14.0
063577601,10. 45 A 49,26,14.0,12.0
063577601,11. 50 A 54,15,6.0,9.0
063577601,12. 55 A 59,18,8.0,10.0
063577601,13. 60 A 64,14,9.0,5.0
063577601,14. 65 A 69,15,7.0,8.0
063577601,15. 70 A 74,9,3.0,6.0
063577601,16. 75 A 79,3,2.0,1.0
063577601,17. 80 A 84,1,1.0,
063577601,18. 85 A 89,3,3.0,
063577601,19. 90 A 94,1,1.0,
063577602,0. __tot__,607,303.0,304.0
063577602,1. 00 A 04,54,26.0,28.0
063577602,2. 05 A 09,61,36.0,25.0
063577602,3. 10 A 14,57,25.0,32.0
063577602,4. 15 A 19,53,31.0,22.0
063577602,5. 20 A 24,56,29.0,27.0
063577602,6. 25 A 29,45,24.0,21.0
063577602,7. 30 A 34,49,22.0,27.0
063577602,8. 35 A 39,56,32.0,24.0
063577602,9. 40 A 44,47,20.0,27.0
063577602,10. 45 A 49,30,12.0,18.0
063577602,11. 50 A 54,21,10.0,11.0
063577602,12. 55 A 59,20,10.0,10.0
063577602,13. 60 A 64,14,4.0,10.0
063577602,14. 65 A 69,18,10.0,8.0
063577602,15. 70 A 74,13,7.0,6.0
063577602,16. 75 A 79,4,2.0,2.0
063577602,17. 80 A 84,6,2.0,4.0
063577602,18. 85 A 89,3,1.0,2.0
063577603,0. __tot__,531,275.0,256.0
063577603,1. 00 A 04,28,14.0,14.0
063577603,2. 05 A 09,52,27.0,25.0
063577603,3. 10 A 14,38,12.0,26.0
063577603,4. 15 A 19,40,21.0,19.0
063577603,5. 20 A 24,40,22.0,18.0
063577603,6. 25 A 29,38,17.0,21.0
063577603,7. 30 A 34,41,24.0,17.0
063577603,8. 35 A 39,54,33.0,21.0
063577603,9. 40 A 44,44,24.0,20.0
063577603,10. 45 A 49,29,13.0,16.0
063577603,11. 50 A 54,24,7.0,17.0
063577603,12. 55 A 59,19,8.0,11.0
063577603,13. 60 A 64,25,17.0,8.0
063577603,14. 65 A 69,24,15.0,9.0
063577603,15. 70 A 74,17,8.0,9.0
063577603,16. 75 A 79,10,6.0,4.0
063577603,17. 80 A 84,2,2.0,
063577603,18. 85 A 89,3,3.0,
063577603,19. 90 A 94,1,1.0,
063577603,20. 95 A 99,1,1.0,
063577603,22. 105 Y MÃS,1,,1.0
063577604,0. __tot__,666,328.0,338.0
063577604,1. 00 A 04,50,19.0,31.0
063577604,2. 05 A 09,57,30.0,27.0
063577604,3. 10 A 14,56,18.0,38.0
063577604,4. 15 A 19,48,30.0,18.0
063577604,5. 20 A 24,41,20.0,21.0
063577604,6. 25 A 29,53,27.0,26.0
063577604,7. 30 A 34,52,25.0,27.0
063577604,8. 35 A 39,55,35.0,20.0
063577604,9. 40 A 44,65,29.0,36.0
063577604,10. 45 A 49,46,22.0,24.0
063577604,11. 50 A 54,28,11.0,17.0
063577604,12. 55 A 59,34,20.0,14.0
063577604,13. 60 A 64,17,9.0,8.0
063577604,14. 65 A 69,25,13.0,12.0
063577604,15. 70 A 74,15,7.0,8.0
063577604,16. 75 A 79,15,7.0,8.0
063577604,17. 80 A 84,6,4.0,2.0
063577604,18. 85 A 89,1,,1.0
063577604,19. 90 A 94,2,2.0,
063577605,0. __tot__,757,377.0,380.0
063577605,1. 00 A 04,57,30.0,27.0
063577605,2. 05 A 09,62,27.0,35.0
063577605,3. 10 A 14,57,32.0,25.0
063577605,4. 15 A 19,66,19.0,47.0
063577605,5. 20 A 24,54,28.0,26.0
063577605,6. 25 A 29,46,25.0,21.0
063577605,7. 30 A 34,61,35.0,26.0
063577605,8. 35 A 39,65,30.0,35.0
063577605,9. 40 A 44,54,25.0,29.0
063577605,10. 45 A 49,55,29.0,26.0
063577605,11. 50 A 54,42,22.0,20.0
063577605,12. 55 A 59,39,16.0,23.0
063577605,13. 60 A 64,26,17.0,9.0
063577605,14. 65 A 69,18,9.0,9.0
063577605,15. 70 A 74,15,9.0,6.0
063577605,16. 75 A 79,18,12.0,6.0
063577605,17. 80 A 84,10,5.0,5.0
063577605,18. 85 A 89,8,5.0,3.0
063577605,19. 90 A 94,3,1.0,2.0
063577605,20. 95 A 99,1,1.0,
063577606,0. __tot__,372,196.0,176.0
063577606,1. 00 A 04,34,16.0,18.0
063577606,2. 05 A 09,37,21.0,16.0
063577606,3. 10 A 14,45,22.0,23.0
063577606,4. 15 A 19,28,17.0,11.0
063577606,5. 20 A 24,18,8.0,10.0
063577606,6. 25 A 29,26,15.0,11.0
063577606,7. 30 A 34,33,22.0,11.0
063577606,8. 35 A 39,24,12.0,12.0
063577606,9. 40 A 44,26,16.0,10.0
063577606,10. 45 A 49,32,16.0,16.0
063577606,11. 50 A 54,20,6.0,14.0
063577606,12. 55 A 59,14,8.0,6.0
063577606,13. 60 A 64,15,7.0,8.0
063577606,14. 65 A 69,9,4.0,5.0
063577606,15. 70 A 74,8,4.0,4.0
063577606,18. 85 A 89,2,1.0,1.0
063577606,19. 90 A 94,1,1.0,
063577607,0. __tot__,535,274.0,261.0
063577607,1. 00 A 04,25,13.0,12.0
063577607,2. 05 A 09,42,19.0,23.0
063577607,3. 10 A 14,31,15.0,16.0
063577607,4. 15 A 19,44,23.0,21.0
063577607,5. 20 A 24,29,15.0,14.0
063577607,6. 25 A 29,21,15.0,6.0
063577607,7. 30 A 34,32,15.0,17.0
063577607,8. 35 A 39,48,25.0,23.0
063577607,9. 40 A 44,52,27.0,25.0
063577607,10. 45 A 49,43,19.0,24.0
063577607,11. 50 A 54,29,14.0,15.0
063577607,12. 55 A 59,28,14.0,14.0
063577607,13. 60 A 64,25,13.0,12.0
063577607,14. 65 A 69,41,23.0,18.0
063577607,15. 70 A 74,22,9.0,13.0
063577607,16. 75 A 79,13,8.0,5.0
063577607,17. 80 A 84,5,4.0,1.0
063577607,18. 85 A 89,4,3.0,1.0
063577607,19. 90 A 94,1,,1.0
063577608,0. __tot__,349,197.0,152.0
063577608,1. 00 A 04,17,7.0,10.0
063577608,2. 05 A 09,26,18.0,8.0
063577608,3. 10 A 14,20,12.0,8.0
063577608,4. 15 A 19,20,12.0,8.0
063577608,5. 20 A 24,22,14.0,8.0
063577608,6. 25 A 29,20,13.0,7.0
063577608,7. 30 A 34,19,10.0,9.0
063577608,8. 35 A 39,24,15.0,9.0
063577608,9. 40 A 44,30,13.0,17.0
063577608,10. 45 A 49,27,13.0,14.0
063577608,11. 50 A 54,28,14.0,14.0
063577608,12. 55 A 59,16,10.0,6.0
063577608,13. 60 A 64,23,14.0,9.0
063577608,14. 65 A 69,13,7.0,6.0
063577608,15. 70 A 74,22,12.0,10.0
063577608,16. 75 A 79,10,6.0,4.0
063577608,17. 80 A 84,9,5.0,4.0
063577608,18. 85 A 89,3,2.0,1.0
063577609,0. __tot__,248,131.0,117.0
063577609,1. 00 A 04,16,8.0,8.0
063577609,2. 05 A 09,22,14.0,8.0
063577609,3. 10 A 14,14,7.0,7.0
063577609,4. 15 A 19,18,9.0,9.0
063577609,5. 20 A 24,12,6.0,6.0
063577609,6. 25 A 29,14,9.0,5.0
063577609,7. 30 A 34,22,11.0,11.0
063577609,8. 35 A 39,26,14.0,12.0
063577609,9. 40 A 44,20,10.0,10.0
063577609,10. 45 A 49,14,8.0,6.0
063577609,11. 50 A 54,17,9.0,8.0
063577609,12. 55 A 59,6,3.0,3.0
063577609,13. 60 A 64,11,8.0,3.0
063577609,14. 65 A 69,14,7.0,7.0
063577609,15. 70 A 74,11,3.0,8.0
063577609,16. 75 A 79,4,2.0,2.0
063577609,17. 80 A 84,5,2.0,3.0
063577609,18. 85 A 89,1,,1.0
063577609,20. 95 A 99,1,1.0,
063577610,0. __tot__,433,222.0,211.0
063577610,1. 00 A 04,31,17.0,14.0
063577610,2. 05 A 09,34,17.0,17.0
063577610,3. 10 A 14,37,17.0,20.0
063577610,4. 15 A 19,36,19.0,17.0
063577610,5. 20 A 24,20,11.0,9.0
063577610,6. 25 A 29,22,11.0,11.0
063577610,7. 30 A 34,29,18.0,11.0
063577610,8. 35 A 39,48,28.0,20.0
063577610,9. 40 A 44,46,18.0,28.0
063577610,10. 45 A 49,31,10.0,21.0
063577610,11. 50 A 54,27,15.0,12.0
063577610,12. 55 A 59,27,15.0,12.0
063577610,13. 60 A 64,16,8.0,8.0
063577610,14. 65 A 69,6,4.0,2.0
063577610,15. 70 A 74,11,6.0,5.0
063577610,16. 75 A 79,7,6.0,1.0
063577610,17. 80 A 84,3,,3.0
063577610,19. 90 A 94,1,1.0,
063577610,20. 95 A 99,1,1.0,
063577611,0. __tot__,201,110.0,91.0
063577611,1. 00 A 04,13,4.0,9.0
063577611,2. 05 A 09,14,10.0,4.0
063577611,3. 10 A 14,10,5.0,5.0
063577611,4. 15 A 19,18,9.0,9.0
063577611,5. 20 A 24,19,9.0,10.0
063577611,6. 25 A 29,9,5.0,4.0
063577611,7. 30 A 34,13,9.0,4.0
063577611,8. 35 A 39,12,6.0,6.0
063577611,9. 40 A 44,18,11.0,7.0
063577611,10. 45 A 49,20,11.0,9.0
063577611,11. 50 A 54,8,2.0,6.0
063577611,12. 55 A 59,12,9.0,3.0
063577611,13. 60 A 64,12,7.0,5.0
063577611,14. 65 A 69,9,5.0,4.0
063577611,15. 70 A 74,3,,3.0
063577611,16. 75 A 79,4,3.0,1.0
063577611,17. 80 A 84,4,3.0,1.0
063577611,18. 85 A 89,3,2.0,1.0
063577612,0. __tot__,193,92.0,101.0
063577612,1. 00 A 04,18,7.0,11.0
063577612,2. 05 A 09,14,9.0,5.0
063577612,3. 10 A 14,10,4.0,6.0
063577612,4. 15 A 19,9,5.0,4.0
063577612,5. 20 A 24,15,8.0,7.0
063577612,6. 25 A 29,8,5.0,3.0
063577612,7. 30 A 34,23,13.0,10.0
063577612,8. 35 A 39,10,5.0,5.0
063577612,9. 40 A 44,20,6.0,14.0
063577612,10. 45 A 49,13,3.0,10.0
063577612,11. 50 A 54,9,8.0,1.0
063577612,12. 55 A 59,11,5.0,6.0
063577612,13. 60 A 64,10,6.0,4.0
063577612,14. 65 A 69,8,3.0,5.0
063577612,15. 70 A 74,5,3.0,2.0
063577612,16. 75 A 79,8,2.0,6.0
063577612,17. 80 A 84,2,,2.0
063577701,0. __tot__,174,82.0,92.0
063577701,1. 00 A 04,11,6.0,5.0
063577701,2. 05 A 09,14,7.0,7.0
063577701,3. 10 A 14,19,10.0,9.0
063577701,4. 15 A 19,19,8.0,11.0
063577701,5. 20 A 24,9,2.0,7.0
063577701,6. 25 A 29,12,7.0,5.0
063577701,7. 30 A 34,9,5.0,4.0
063577701,8. 35 A 39,8,5.0,3.0
063577701,9. 40 A 44,18,8.0,10.0
063577701,10. 45 A 49,7,3.0,4.0
063577701,11. 50 A 54,8,2.0,6.0
063577701,12. 55 A 59,11,7.0,4.0
063577701,13. 60 A 64,6,1.0,5.0
063577701,14. 65 A 69,4,1.0,3.0
063577701,15. 70 A 74,9,5.0,4.0
063577701,16. 75 A 79,4,2.0,2.0
063577701,17. 80 A 84,4,2.0,2.0
063577701,19. 90 A 94,1,,1.0
063577701,20. 95 A 99,1,1.0,
063577702,0. __tot__,81,38.0,43.0
063577702,1. 00 A 04,12,4.0,8.0
063577702,2. 05 A 09,4,1.0,3.0
063577702,3. 10 A 14,6,3.0,3.0
063577702,4. 15 A 19,6,2.0,4.0
063577702,5. 20 A 24,7,4.0,3.0
063577702,6. 25 A 29,6,3.0,3.0
063577702,7. 30 A 34,6,4.0,2.0
063577702,8. 35 A 39,8,4.0,4.0
063577702,9. 40 A 44,4,2.0,2.0
063577702,10. 45 A 49,5,5.0,
063577702,11. 50 A 54,5,3.0,2.0
063577702,12. 55 A 59,8,2.0,6.0
063577702,13. 60 A 64,1,,1.0
063577702,14. 65 A 69,1,,1.0
063577702,15. 70 A 74,1,,1.0
063577702,18. 85 A 89,1,1.0,
063577703,0. __tot__,744,373.0,371.0
063577703,1. 00 A 04,59,20.0,39.0
063577703,2. 05 A 09,66,32.0,34.0
063577703,3. 10 A 14,70,38.0,32.0
063577703,4. 15 A 19,58,30.0,28.0
063577703,5. 20 A 24,67,35.0,32.0
063577703,6. 25 A 29,62,27.0,35.0
063577703,7. 30 A 34,59,29.0,30.0
063577703,8. 35 A 39,44,22.0,22.0
063577703,9. 40 A 44,53,29.0,24.0
063577703,10. 45 A 49,46,22.0,24.0
063577703,11. 50 A 54,28,16.0,12.0
063577703,12. 55 A 59,27,14.0,13.0
063577703,13. 60 A 64,24,13.0,11.0
063577703,14. 65 A 69,16,8.0,8.0
063577703,15. 70 A 74,28,15.0,13.0
063577703,16. 75 A 79,18,10.0,8.0
063577703,17. 80 A 84,9,7.0,2.0
063577703,18. 85 A 89,4,4.0,
063577703,19. 90 A 94,4,2.0,2.0
063577703,20. 95 A 99,2,,2.0
063577704,0. __tot__,947,504.0,443.0
063577704,1. 00 A 04,58,30.0,28.0
063577704,2. 05 A 09,81,39.0,42.0
063577704,3. 10 A 14,94,48.0,46.0
063577704,4. 15 A 19,86,47.0,39.0
063577704,5. 20 A 24,81,41.0,40.0
063577704,6. 25 A 29,84,47.0,37.0
063577704,7. 30 A 34,89,48.0,41.0
063577704,8. 35 A 39,61,31.0,30.0
063577704,9. 40 A 44,65,36.0,29.0
063577704,10. 45 A 49,46,25.0,21.0
063577704,11. 50 A 54,47,26.0,21.0
063577704,12. 55 A 59,39,22.0,17.0
063577704,13. 60 A 64,34,19.0,15.0
063577704,14. 65 A 69,27,12.0,15.0
063577704,15. 70 A 74,21,12.0,9.0
063577704,16. 75 A 79,18,12.0,6.0
063577704,17. 80 A 84,8,3.0,5.0
063577704,18. 85 A 89,6,4.0,2.0
063577704,19. 90 A 94,1,1.0,
063577704,20. 95 A 99,1,1.0,
063577705,0. __tot__,43,22.0,21.0
063577705,2. 05 A 09,3,2.0,1.0
063577705,3. 10 A 14,1,,1.0
063577705,4. 15 A 19,6,3.0,3.0
063577705,5. 20 A 24,5,3.0,2.0
063577705,6. 25 A 29,5,2.0,3.0
063577705,8. 35 A 39,1,1.0,
063577705,9. 40 A 44,3,2.0,1.0
063577705,10. 45 A 49,2,,2.0
063577705,11. 50 A 54,7,4.0,3.0
063577705,12. 55 A 59,5,2.0,3.0
063577705,13. 60 A 64,2,1.0,1.0
063577705,14. 65 A 69,2,1.0,1.0
063577705,16. 75 A 79,1,1.0,
063577706,0. __tot__,52,28.0,24.0
063577706,1. 00 A 04,5,4.0,1.0
063577706,2. 05 A 09,7,3.0,4.0
063577706,3. 10 A 14,3,2.0,1.0
063577706,4. 15 A 19,3,1.0,2.0
063577706,5. 20 A 24,2,2.0,
063577706,6. 25 A 29,1,,1.0
063577706,7. 30 A 34,7,6.0,1.0
063577706,8. 35 A 39,3,1.0,2.0
063577706,9. 40 A 44,4,2.0,2.0
063577706,10. 45 A 49,2,,2.0
063577706,11. 50 A 54,1,,1.0
063577706,13. 60 A 64,2,1.0,1.0
063577706,14. 65 A 69,3,2.0,1.0
063577706,15. 70 A 74,2,1.0,1.0
063577706,16. 75 A 79,4,2.0,2.0
063577706,17. 80 A 84,3,1.0,2.0
063577707,0. __tot__,103,43.0,60.0
063577707,1. 00 A 04,11,3.0,8.0
063577707,2. 05 A 09,9,3.0,6.0
063577707,3. 10 A 14,7,2.0,5.0
063577707,4. 15 A 19,4,2.0,2.0
063577707,5. 20 A 24,5,3.0,2.0
063577707,6. 25 A 29,4,3.0,1.0
063577707,7. 30 A 34,9,1.0,8.0
063577707,8. 35 A 39,6,3.0,3.0
063577707,9. 40 A 44,12,5.0,7.0
063577707,10. 45 A 49,7,5.0,2.0
063577707,11. 50 A 54,10,3.0,7.0
063577707,12. 55 A 59,8,3.0,5.0
063577707,13. 60 A 64,4,2.0,2.0
063577707,14. 65 A 69,1,,1.0
063577707,15. 70 A 74,2,2.0,
063577707,16. 75 A 79,3,2.0,1.0
063577707,17. 80 A 84,1,1.0,
063577708,0. __tot__,299,151.0,148.0
063577708,1. 00 A 04,27,19.0,8.0
063577708,2. 05 A 09,40,16.0,24.0
063577708,3. 10 A 14,28,13.0,15.0
063577708,4. 15 A 19,13,6.0,7.0
063577708,5. 20 A 24,9,3.0,6.0
063577708,6. 25 A 29,9,5.0,4.0
063577708,7. 30 A 34,27,16.0,11.0
063577708,8. 35 A 39,36,22.0,14.0
063577708,9. 40 A 44,35,12.0,23.0
063577708,10. 45 A 49,23,11.0,12.0
063577708,11. 50 A 54,8,4.0,4.0
063577708,12. 55 A 59,11,7.0,4.0
063577708,13. 60 A 64,9,5.0,4.0
063577708,14. 65 A 69,6,4.0,2.0
063577708,15. 70 A 74,10,3.0,7.0
063577708,16. 75 A 79,4,3.0,1.0
063577708,17. 80 A 84,4,2.0,2.0
063577709,0. __tot__,153,75.0,78.0
063577709,1. 00 A 04,14,8.0,6.0
063577709,2. 05 A 09,14,7.0,7.0
063577709,3. 10 A 14,19,7.0,12.0
063577709,4. 15 A 19,10,7.0,3.0
063577709,5. 20 A 24,3,2.0,1.0
063577709,6. 25 A 29,5,4.0,1.0
063577709,7. 30 A 34,14,7.0,7.0
063577709,8. 35 A 39,18,8.0,10.0
063577709,9. 40 A 44,22,13.0,9.0
063577709,10. 45 A 49,16,5.0,11.0
063577709,11. 50 A 54,2,1.0,1.0
063577709,12. 55 A 59,2,,2.0
063577709,13. 60 A 64,7,2.0,5.0
063577709,14. 65 A 69,5,3.0,2.0
063577709,17. 80 A 84,2,1.0,1.0
063577710,0. __tot__,79,34.0,45.0
063577710,1. 00 A 04,13,8.0,5.0
063577710,2. 05 A 09,6,3.0,3.0
063577710,3. 10 A 14,10,2.0,8.0
063577710,4. 15 A 19,2,1.0,1.0
063577710,5. 20 A 24,2,1.0,1.0
063577710,6. 25 A 29,4,2.0,2.0
063577710,7. 30 A 34,1,,1.0
063577710,8. 35 A 39,7,4.0,3.0
063577710,9. 40 A 44,4,1.0,3.0
063577710,10. 45 A 49,9,5.0,4.0
063577710,11. 50 A 54,3,,3.0
063577710,12. 55 A 59,5,2.0,3.0
063577710,13. 60 A 64,4,2.0,2.0
063577710,14. 65 A 69,3,2.0,1.0
063577710,15. 70 A 74,2,,2.0
063577710,16. 75 A 79,1,,1.0
063577710,17. 80 A 84,1,,1.0
063577710,18. 85 A 89,1,,1.0
063577710,20. 95 A 99,1,1.0,
063578401,0. __tot__,94,52.0,42.0
063578401,1. 00 A 04,3,2.0,1.0
063578401,2. 05 A 09,8,4.0,4.0
063578401,3. 10 A 14,7,4.0,3.0
063578401,4. 15 A 19,4,3.0,1.0
063578401,5. 20 A 24,7,3.0,4.0
063578401,6. 25 A 29,6,1.0,5.0
063578401,7. 30 A 34,7,6.0,1.0
063578401,8. 35 A 39,6,3.0,3.0
063578401,9. 40 A 44,13,10.0,3.0
063578401,10. 45 A 49,7,2.0,5.0
063578401,11. 50 A 54,3,2.0,1.0
063578401,12. 55 A 59,5,1.0,4.0
063578401,13. 60 A 64,4,3.0,1.0
063578401,14. 65 A 69,7,5.0,2.0
063578401,15. 70 A 74,6,2.0,4.0
063578401,18. 85 A 89,1,1.0,
063578402,0. __tot__,64,30.0,34.0
063578402,1. 00 A 04,9,2.0,7.0
063578402,2. 05 A 09,5,3.0,2.0
063578402,3. 10 A 14,5,1.0,4.0
063578402,4. 15 A 19,1,1.0,
063578402,5. 20 A 24,2,1.0,1.0
063578402,6. 25 A 29,2,1.0,1.0
063578402,7. 30 A 34,12,7.0,5.0
063578402,8. 35 A 39,6,4.0,2.0
063578402,9. 40 A 44,2,2.0,
063578402,10. 45 A 49,7,3.0,4.0
063578402,11. 50 A 54,4,1.0,3.0
063578402,12. 55 A 59,1,,1.0
063578402,13. 60 A 64,2,,2.0
063578402,14. 65 A 69,1,1.0,
063578402,15. 70 A 74,3,3.0,
063578402,17. 80 A 84,1,,1.0
063578402,18. 85 A 89,1,,1.0
063578403,0. __tot__,229,110.0,119.0
063578403,1. 00 A 04,14,8.0,6.0
063578403,2. 05 A 09,15,6.0,9.0
063578403,3. 10 A 14,17,10.0,7.0
063578403,4. 15 A 19,11,8.0,3.0
063578403,5. 20 A 24,10,6.0,4.0
063578403,6. 25 A 29,10,4.0,6.0
063578403,7. 30 A 34,16,10.0,6.0
063578403,8. 35 A 39,12,6.0,6.0
063578403,9. 40 A 44,28,11.0,17.0
063578403,10. 45 A 49,23,5.0,18.0
063578403,11. 50 A 54,6,2.0,4.0
063578403,12. 55 A 59,11,7.0,4.0
063578403,13. 60 A 64,14,7.0,7.0
063578403,14. 65 A 69,22,8.0,14.0
063578403,15. 70 A 74,5,3.0,2.0
063578403,16. 75 A 79,8,3.0,5.0
063578403,17. 80 A 84,2,1.0,1.0
063578403,18. 85 A 89,3,3.0,
063578403,19. 90 A 94,1,1.0,
063578403,20. 95 A 99,1,1.0,
063578404,0. __tot__,249,133.0,116.0
063578404,1. 00 A 04,17,8.0,9.0
063578404,2. 05 A 09,17,11.0,6.0
063578404,3. 10 A 14,27,15.0,12.0
063578404,4. 15 A 19,14,8.0,6.0
063578404,5. 20 A 24,12,8.0,4.0
063578404,6. 25 A 29,15,8.0,7.0
063578404,7. 30 A 34,28,11.0,17.0
063578404,8. 35 A 39,19,10.0,9.0
063578404,9. 40 A 44,19,11.0,8.0
063578404,10. 45 A 49,22,11.0,11.0
063578404,11. 50 A 54,9,5.0,4.0
063578404,12. 55 A 59,10,4.0,6.0
063578404,13. 60 A 64,10,6.0,4.0
063578404,14. 65 A 69,15,7.0,8.0
063578404,15. 70 A 74,7,4.0,3.0
063578404,16. 75 A 79,2,2.0,
063578404,17. 80 A 84,3,2.0,1.0
063578404,18. 85 A 89,3,2.0,1.0
063578405,0. __tot__,199,96.0,103.0
063578405,1. 00 A 04,10,8.0,2.0
063578405,2. 05 A 09,18,7.0,11.0
063578405,3. 10 A 14,17,6.0,11.0
063578405,4. 15 A 19,11,4.0,7.0
063578405,5. 20 A 24,8,4.0,4.0
063578405,6. 25 A 29,19,10.0,9.0
063578405,7. 30 A 34,14,4.0,10.0
063578405,8. 35 A 39,19,14.0,5.0
063578405,9. 40 A 44,13,4.0,9.0
063578405,10. 45 A 49,13,6.0,7.0
063578405,11. 50 A 54,12,6.0,6.0
063578405,12. 55 A 59,12,6.0,6.0
063578405,13. 60 A 64,13,8.0,5.0
063578405,14. 65 A 69,4,2.0,2.0
063578405,15. 70 A 74,8,3.0,5.0
063578405,16. 75 A 79,4,2.0,2.0
063578405,17. 80 A 84,1,,1.0
063578405,18. 85 A 89,2,1.0,1.0
063578405,19. 90 A 94,1,1.0,
063578406,0. __tot__,202,100.0,102.0
063578406,1. 00 A 04,14,6.0,8.0
063578406,2. 05 A 09,14,9.0,5.0
063578406,3. 10 A 14,11,5.0,6.0
063578406,4. 15 A 19,11,6.0,5.0
063578406,5. 20 A 24,10,3.0,7.0
063578406,6. 25 A 29,12,6.0,6.0
063578406,7. 30 A 34,12,4.0,8.0
063578406,8. 35 A 39,13,11.0,2.0
063578406,9. 40 A 44,18,9.0,9.0
063578406,10. 45 A 49,26,9.0,17.0
063578406,11. 50 A 54,12,6.0,6.0
063578406,12. 55 A 59,9,3.0,6.0
063578406,13. 60 A 64,15,9.0,6.0
063578406,14. 65 A 69,5,3.0,2.0
063578406,15. 70 A 74,8,5.0,3.0
063578406,16. 75 A 79,6,3.0,3.0
063578406,17. 80 A 84,2,1.0,1.0
063578406,18. 85 A 89,3,1.0,2.0
063578406,19. 90 A 94,1,1.0,
063578407,0. __tot__,157,81.0,76.0
063578407,1. 00 A 04,3,1.0,2.0
063578407,2. 05 A 09,15,6.0,9.0
063578407,3. 10 A 14,13,6.0,7.0
063578407,4. 15 A 19,14,8.0,6.0
063578407,5. 20 A 24,10,6.0,4.0
063578407,6. 25 A 29,8,5.0,3.0
063578407,7. 30 A 34,11,6.0,5.0
063578407,8. 35 A 39,11,7.0,4.0
063578407,9. 40 A 44,13,9.0,4.0
063578407,10. 45 A 49,14,7.0,7.0
063578407,11. 50 A 54,11,3.0,8.0
063578407,12. 55 A 59,11,5.0,6.0
063578407,13. 60 A 64,10,6.0,4.0
063578407,14. 65 A 69,6,2.0,4.0
063578407,15. 70 A 74,1,,1.0
063578407,16. 75 A 79,3,3.0,
063578407,17. 80 A 84,3,1.0,2.0
063578408,0. __tot__,81,34.0,47.0
063578408,1. 00 A 04,5,3.0,2.0
063578408,2. 05 A 09,4,2.0,2.0
063578408,3. 10 A 14,10,5.0,5.0
063578408,4. 15 A 19,5,,5.0
063578408,5. 20 A 24,4,1.0,3.0
063578408,6. 25 A 29,5,3.0,2.0
063578408,7. 30 A 34,3,2.0,1.0
063578408,8. 35 A 39,6,2.0,4.0
063578408,9. 40 A 44,11,4.0,7.0
063578408,10. 45 A 49,10,5.0,5.0
063578408,11. 50 A 54,8,3.0,5.0
063578408,12. 55 A 59,3,,3.0
063578408,13. 60 A 64,4,2.0,2.0
063578408,15. 70 A 74,2,1.0,1.0
063578408,16. 75 A 79,1,1.0,
063578409,0. __tot__,101,45.0,56.0
063578409,1. 00 A 04,7,2.0,5.0
063578409,2. 05 A 09,4,2.0,2.0
063578409,3. 10 A 14,8,2.0,6.0
063578409,4. 15 A 19,9,3.0,6.0
063578409,5. 20 A 24,3,1.0,2.0
063578409,6. 25 A 29,5,1.0,4.0
063578409,7. 30 A 34,7,4.0,3.0
063578409,8. 35 A 39,15,8.0,7.0
063578409,9. 40 A 44,5,2.0,3.0
063578409,10. 45 A 49,10,5.0,5.0
063578409,11. 50 A 54,7,4.0,3.0
063578409,12. 55 A 59,7,5.0,2.0
063578409,13. 60 A 64,3,,3.0
063578409,14. 65 A 69,3,2.0,1.0
063578409,15. 70 A 74,2,1.0,1.0
063578409,16. 75 A 79,3,2.0,1.0
063578409,17. 80 A 84,2,1.0,1.0
063578409,20. 95 A 99,1,,1.0
063578410,0. __tot__,69,27.0,42.0
063578410,1. 00 A 04,3,2.0,1.0
063578410,2. 05 A 09,6,,6.0
063578410,3. 10 A 14,5,1.0,4.0
063578410,4. 15 A 19,4,,4.0
063578410,5. 20 A 24,5,1.0,4.0
063578410,6. 25 A 29,5,3.0,2.0
063578410,7. 30 A 34,2,1.0,1.0
063578410,8. 35 A 39,8,4.0,4.0
063578410,9. 40 A 44,5,3.0,2.0
063578410,10. 45 A 49,5,2.0,3.0
063578410,11. 50 A 54,4,2.0,2.0
063578410,12. 55 A 59,3,1.0,2.0
063578410,13. 60 A 64,4,3.0,1.0
063578410,14. 65 A 69,3,,3.0
063578410,15. 70 A 74,2,1.0,1.0
063578410,16. 75 A 79,3,2.0,1.0
063578410,17. 80 A 84,2,1.0,1.0
063578411,0. __tot__,129,68.0,61.0
063578411,1. 00 A 04,8,6.0,2.0
063578411,2. 05 A 09,8,3.0,5.0
063578411,3. 10 A 14,4,2.0,2.0
